,id,event,source,text,lang,lang_conf,class_label
6448,382823788565372928,2013_pakistan_earthquake,crisisnlp-cf,"RT @BabarMaliks: Another terrorism attack on #Pakistan by increasing Patrolium prices as well as electricity, who dares to stand infront ofâ€¦",en,1.0,informative
6449,382826845575467008,2013_pakistan_earthquake,crisisnlp-cf,"RT @QuakesToday: 1.7 magnitude #earthquake. 39 km from Alpine, CA, United States.http://t.co/LkDJT2MGag",en,1.0,informative
6450,451189125245571073,2014_chile_earthquake,crisisnlp-cf,"@shecallsmeMJ lmao, just south of Peru. I live in Lima.",en,1.0,not_informative
6451,591902741951188992,2015_nepal_earthquake,crisisnlp-cf,RT @madversity: I think Pakistan- Nepal relations have reached a rare moment and Islamabad  is not about to say 'well done' to the army. Pl‰Û_,en,,not_informative
6457,575765580940210177,2015_vanuatu_cyclone,crisisnlp-cf,"@LelakiMelayu7 Half of Vanuatu‰Ûªs population affected by Cyclone Pam: UN: Port Vila, Vanua... http://t.co/SJpgxSQ4wj #PrayForMH370 #JDT01",en,,informative
6458,575771143237320704,2015_vanuatu_cyclone,crisisnlp-cf,"They jump in a sauna Cuz I killed their self-esteem That's a jab, you should bob and weave Like Pam when Martin pulled jokes out his sleeve",en,,not_informative
6462,382834502193930241,2013_pakistan_earthquake,crisisnlp-cf,RT @Lensonbaloch #Awaran is one of poorest areas in #Pakistan with development indicators worse than #Ethopia #Balochistan #earthquake,en,1.0,not_informative
6465,382827428478873601,2013_pakistan_earthquake,crisisnlp-cf,RT @bqt92_bot: Was another nuclear terrorism carried out?  http://t.co/QJdn8wopvU #japan #tsunami #fukushima #earthquake #9_11 #nazism = #zâ€¦,en,1.0,informative
6468,591903096999018500,2015_nepal_earthquake,crisisnlp-cf,RT @MelikaJinLA: Looking for my brother and his wife in #Nepal.Mt Everest bcamp.Any info helpful. PJ&amp;Neda Jahangiri.#NepalEarthquake http:/‰Û_,en,,informative
6471,382814901263015937,2013_pakistan_earthquake,crisisnlp-cf,Please read http://t.co/skT6TkgwNs #LoadShedding has many benefits #Pakistan #ElectricityShortages #IMCWF,en,1.0,not_informative
6475,591903366327902209,2015_nepal_earthquake,crisisnlp-cf,"RT @BBCWorld: Hospitals in south-east Nepal already overwhelmed by #earthquake victims, says @PlanGlobal http://t.co/xmGtCc2QIL http://t.‰Û_",en,,informative
6478,382837135822577664,2013_pakistan_earthquake,crisisnlp-cf,2013 US Sumo Open [Earthquake (Cyrus Remix)] #sumo #power #slam #epic #variety #sport #earthquake ooohh killem https://t.co/2s2arIpa2z,en,1.0,not_informative
6483,575751896972988417,2015_vanuatu_cyclone,crisisnlp-cf,RT @mellberr: ‰ Õ http://t.co/iu4TVTBNhA #Vanuatu  Vanuatu president calls for help after cyclone destruction Vanuatu England GBR Li‰Û_ http://‰Û_,en,,informative
6488,591902771458084864,2015_nepal_earthquake,crisisnlp-cf,Tibetan spiritual leader Dalai Lama saddened over Nepal quake http://t.co/tjIA1PYx7T #NationalNews ZeeNews,en,,informative
6492,575762440102809600,2015_vanuatu_cyclone,crisisnlp-cf,"@WFPGovts:#Vanuatu:@WFP helps govt-led response relief &amp; food assistance with support from #Australia,#UAE &amp; @USAID http://t.co/ofLPEJugzB",en,,informative
6497,451189466674118656,2014_chile_earthquake,crisisnlp-cf,People run into street after feeling 8.2 #earthquake that struck off #Chile. 0430G #938185 #terremoto #peru #latam #amsur #bolivia #tsunami,en,1.0,informative
6498,591903237692764160,2015_nepal_earthquake,crisisnlp-cf,RT @mubasherlucman: Anyone here who can guide us how we can help people in #NepalQuakeRelief at this time when they have been struck by a g‰Û_,en,,informative
6500,382818547132801024,2013_pakistan_earthquake,crisisnlp-cf,RT @HumanityRoad: Today we launched the hashtag #ReliefPK for sharing relief info for #Pakistan please share response and mobilized aid #hmâ€¦,en,1.0,informative
6504,591902857449766912,2015_nepal_earthquake,crisisnlp-cf,RT @LebaneseProblem: Prayers for all the dead and missing in Nepal!  Please also keep the family of Yann Traboulsi in your prayers. http://‰Û_,en,,informative
6505,591903018297077760,2015_nepal_earthquake,crisisnlp-cf,RT @SpokespersonMoD: #NepalEarthquake IAF Heptrs today evacuated 177 casualties &amp; 233 persons. Cumulative- 618 casualties &amp; 857 persons. ht‰Û_,en,,informative
6507,382829446958710784,2013_pakistan_earthquake,crisisnlp-cf,"ã€#USGS #alertã€‘ M 1.2, Kenai Peninsula, Alaska: October 01, 2013 13:29:19 GMT http://t.co/qf0dg7tUup #earthquake #tsunami #prayfromjapan",en,0.9886547923088074,informative
6508,382815117575872513,2013_pakistan_earthquake,crisisnlp-cf,"RT @faizanlakhani: Just in: Another Island appeared on Balochistan's coastal belt, between Ormara and Pasni. #Pakistan #PakistanEarthquake",en,0.9406686425209044,informative
6514,591903266209800192,2015_nepal_earthquake,crisisnlp-cf,RT @JigmeUgen: #SHAME: Open spaces in #Nepal limited &amp; cramped but #HyattRegency still exclusive for rich &amp; westerners #NepalQuake http://t‰Û_,en,,informative
6516,575758916732215297,2015_vanuatu_cyclone,crisisnlp-cf,RT @UNICEF: #WaterIs starting to flow in #Vanuatu - Hilson from @UnicefAsiaPac tests water from newly restored supply system http://t.co/tJ‰Û_,en,,informative
6517,591903354764206080,2015_nepal_earthquake,crisisnlp-cf,RT @chrisroytaylor: My thoughts go out to all those people in #Nepal - @mX #NepalEarthquake #NepalQuake http://t.co/M3b7xkRA46,en,,informative
6519,451190494933307392,2014_chile_earthquake,crisisnlp-cf,RT @jessleal7: #FuerzaChile #PrayForChile You are in our prayers and thoughts! http://t.co/5pLd8lTkvx,en,1.0,informative
6527,575760392162537472,2015_vanuatu_cyclone,crisisnlp-cf,RT @5SOSDaily_Posts: Tagged by @_awakeinadream_ ‡_ÊA #vote5sos #KCA  1. Pam  2. Calum  3. Philippines  4. Summer  5. ‡_Á9 http://t.co/UC7ZYsii2U,en,,not_informative
6532,503644548925759488,2014_california_earthquake,crisisnlp-cf,RT @Revelation1217: The California Earthquake Is Just A Preview Of What Is Coming   http://t.co/6PxoDxzwOR,en,,not_informative
6534,382815509324263424,2013_pakistan_earthquake,crisisnlp-cf,RT @RYOTnews: PHOTO: This Is The New Island Created By Pakistan's Deadly 7.7 Earthquake http://t.co/3IM4LrWzaY #Pakistan #Quake http://t.coâ€¦,en,1.0,informative
6536,498497857981145088,2014_india_floods,crisisnlp-cf,Flood death toll mounts in India and Nepal http://t.co/XJwMLel2VI,en,1.0,informative
6544,382827850664902656,2013_pakistan_earthquake,crisisnlp-cf,"RT @Meher_J: @AFP @WSJ @Ibnlive Shame ..NO #Pak Gov #AID So For Reached In #EarthQuake Effctd #Balochistan Area, People Burrying Love Ones/â€¦",en,1.0,informative
6545,575752390294503425,2015_vanuatu_cyclone,crisisnlp-cf,"@sherlockgiz Good morning, Pam :)",en,,not_informative
6551,503643789136003073,2014_california_earthquake,crisisnlp-cf,â†’ USA http://t.co/awHqgvXKmv â†’ Strong Earthquake Shakes Bay Area in California USA â†’ An earthquake with a preliminary magnitude of 6.0 was â€¦,en,,informative
6562,503644818187116544,2014_california_earthquake,crisisnlp-cf,RT @fkwang: Historic Sam Kee Laundry Building Damaged in #Napa #Earthquake http://t.co/KECOoc0151 via @NBCNews @nbcasianamerica @vcnc @aaldâ€¦,en,,informative
6566,503644146587168768,2014_california_earthquake,crisisnlp-cf,"Quake is major test for hard-luck California city: VALLEJO, Calif. (AP) â€” The historic blue-collar town of... http://t.co/hDzlVufGwz",en,,informative
6571,591903083711574016,2015_nepal_earthquake,crisisnlp-cf,"RT @nepalitimes: Our mountains and temples has been pulverised, but #Nepal will rise again, writes @AnjyRajy http://t.co/DKJh9d1Xq7 http://‰Û_",en,,informative
6575,382834872177262592,2013_pakistan_earthquake,crisisnlp-cf,#PAKISTAN: THE #CHRISTIANS ARE DYING FOR US TO HELP - By Jenny McCartney - The Telegraph  http://t.co/g7UcrsrHlf @Askari_H @FarrukhHussaini,en,1.0,not_informative
6577,591902779070746625,2015_nepal_earthquake,crisisnlp-cf,RT @soompi: Figure Skater #KimYuna Donates to Help Young Victims of #NepalEarthquake http://t.co/smuYApbIGJ #PrayForNepal http://t.co/7f7Me‰Û_,en,,informative
6578,575776121549144064,2015_vanuatu_cyclone,crisisnlp-cf,"For Pam and Carla, I've done it for you. Hope you win.",en,,informative
6581,591902974538076160,2015_nepal_earthquake,crisisnlp-cf,I have latest photos of damaged area of World Heritage Site #Nepal. Any media or organization want those?Plz contact #earthquake #Nepalquake,en,,informative
6584,575770580143603712,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone Pam: Vanuatu president Baldwin Lonsdale breaks down while describing devastation: The president of Van... http://t.co/39f9WY1CgV,en,,informative
6589,382833268410048512,2013_pakistan_earthquake,crisisnlp-cf,#Pakistan-#India peace process must help alleviate #Kashmiri sufferings/HR abuses: we can't have Hamlet without Prince of Denmark! @Mushahid,en,1.0,not_informative
6591,451189978752880640,2014_chile_earthquake,crisisnlp-cf,RT @AP: Officials: No immediate threat of tsunami along U.S. coasts found after major quake near Chile: http://t.co/X4YKbI7IeG,en,1.0,informative
6601,591903285964967936,2015_nepal_earthquake,crisisnlp-cf,RT @Abramjee: Gift of the Givers to assist quake-stricken Nepal http://t.co/bjVooKCbwU,en,,informative
6605,575757625201156096,2015_vanuatu_cyclone,crisisnlp-cf,Keep safe friends and family in gisborne! #pam,en,,informative
6606,591903392705941504,2015_nepal_earthquake,crisisnlp-cf,Just saw what happened in Nepal. My love and prayers go out to the people who didn't survive and their families. #PrayingForNepal ‡__F‡__F,en,,informative
6619,451187723349786624,2014_chile_earthquake,crisisnlp-cf,"RT @BMacTV: Some perspective... the 8.2 earthquake that hit Chile on April 1 is nearly 100,000 times stronger than the 3.3 that hit Oregon äó_",en,1.0,informative
6622,591902764982140928,2015_nepal_earthquake,crisisnlp-cf,RT @ABCNews24: Tanya Plibersek: We should do whatever we can to assist the countries hit by this natural disaster #NepalEarthquake #auspol,en,,informative
6629,503644202568527872,2014_california_earthquake,crisisnlp-cf,California 's Napa Valley hit by strong 6.0-magnitude quake http://t.co/WSRKXERaVf http://t.co/6rHYj10aEP,en,,informative
6634,451189033591664641,2014_chile_earthquake,crisisnlp-cf,#Teamfollowback #RT North Chile Magnitude-8.2 Coastal Earthquake Kills Five - Businessweek http://t.co/Fc42zHcgkE,en,1.0,informative
6635,591902733222879232,2015_nepal_earthquake,crisisnlp-cf,Caritas Nepal: Situation 3 days after quake pretty bad as death toll rises http://t.co/61ZuosV9bz,en,,informative
6636,382830206433497088,2013_pakistan_earthquake,crisisnlp-cf,"RT @Pakistan_Army: Troops of PakArmy and FC were moved last night for rescue operation #earthquake affected areas,strength has now risen toâ€¦",en,1.0,informative
6638,591902995895324672,2015_nepal_earthquake,crisisnlp-cf,"RT @KanchanGupta: Would someone please volunteer to collate all tweets, FB posts by missionaries after #NepalEarthquake ? This is a special‰Û_",en,,informative
6644,451189358914068480,2014_chile_earthquake,crisisnlp-cf,RT @WorldVisionUSA: Learn more about #Chile and World Vision's work in Chilean communities: http://t.co/Ov9SXkPQqn #PrayforChile #ChileEartäó_,en,1.0,informative
6645,503643130923466753,2014_california_earthquake,crisisnlp-cf,RT @ProfPaulKrugman: Here is what a magnitude-6 earthquake does in China and Californiaâ€¦ http://t.co/OBvrSoJifb http://t.co/zyDu3Zi9uy via â€¦,en,,informative
6648,591903121619714050,2015_nepal_earthquake,crisisnlp-cf,"RT @kathmandupost: A woman helps her son get across a crack caused by Saturday's #Nepalquake at Lokanthali, Bhaktapur. http://t.co/1Vj5uNh8‰Û_",en,,informative
6650,591903271796678656,2015_nepal_earthquake,crisisnlp-cf,@broadsheet_ie please share: text EARTHQUAKE to 50300 to donate ‰âÂ4 to the relief effort in Nepal #umbrella,en,,informative
6652,591903376855597057,2015_nepal_earthquake,crisisnlp-cf,"RT @smitharyy: åÈ http://t.co/lZx0n07sxA #DanFredinburg Dan Fredinburg Google Exec, Avid Climber Dan Fredinburg Killed In Massive Nepal Quak‰Û_",en,,informative
6661,498515510259384320,2014_india_floods,crisisnlp-cf,"#InThaMood #KondoByJaymOnI Deadly monsoon hits India, Nepal http://t.co/Zk0VLOlEbf #Anticipate  #OhMy #Anticipate",en,1.0,informative
6662,451188893467963394,2014_chile_earthquake,crisisnlp-cf,Video shows strength of earthquake that hit Chile ..LocalNews BirminghamNews http://t.co/dTN6nwGmfb,en,1.0,informative
6664,451187879465603073,2014_chile_earthquake,crisisnlp-cf,RT @SkyMinoz: #PrayForMH370  #PrayForChile  #PrayForSouthKorea  #PrayForIndonesia   ...this is too much.à_¢2 May god bless you all &amp; please keäó_,en,1.0,informative
6671,575735721744449536,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone Pam hits New Zealand - dominion-post | http://t.co/cT7mCvgcwX - http://t.co/HyvLlOndsZ http://t.co/okKedXJaub,en,,informative
6672,575753461524004866,2015_vanuatu_cyclone,crisisnlp-cf,"Cyclone Olwyn forecast to reach category 3 strength as it hits Pilbara, Western Australia - @perthnow: Cyclone... http://t.co/IDfdxJXkAh",en,,informative
6673,575742441384378370,2015_vanuatu_cyclone,crisisnlp-cf,RT @Rubiu5: LET IT GOOOOO LET IT GOOOOO PAM PAM PAM PAM,en,,not_informative
6674,591903047892148224,2015_nepal_earthquake,crisisnlp-cf,RT @rsjaitly: Members of my fam unreachable in #Nepal. Pls share conditions/contacts near Chitwan. RT @DeeptiSharma1: Trying to reach famil‰Û_,en,,informative
6677,575771371365662720,2015_vanuatu_cyclone,crisisnlp-cf,"RT @House_Concerts: Anybody got news about #PortVila #Vanuatu #CyclonePam so worried about my brother, his wife and little boy..can't find ‰Û_",en,,informative
6678,575740634788597760,2015_vanuatu_cyclone,crisisnlp-cf,RT @johnspatricc: åÈ http://t.co/lulLlcKyZ6 Weather Perth #WeatherPerth Severe weather warning issued as Cyclone Olwyn moves towards Pe‰Û_ htt‰Û_,en,,informative
6679,503645562982658049,2014_california_earthquake,crisisnlp-cf,Napa earthquake damage estimated at $1Â billion http://t.co/vFLh3XnCjO,en,,informative
6682,382825905464561664,2013_pakistan_earthquake,crisisnlp-cf,"#earthquake M 3.2, Southern Alaska: September 28, 2013 09:53:12 GMT http://t.co/ztNp3770lG",en,1.0,informative
6683,451188465972285440,2014_chile_earthquake,crisisnlp-cf,"Magnitude 7.8 23km S of Iquique, Chile #earthquake http://t.co/TDC4Rn1Aye",en,0.9854145050048828,informative
6686,503643278441324544,2014_california_earthquake,crisisnlp-cf,RT @fyeahCalifornia: Only in California does earthquake damage = skatepark. (photo by Jeremy Carroll) http://t.co/uTYDNKMO2t,en,,informative
6697,503643217514868736,2014_california_earthquake,crisisnlp-cf,RT @WSJ: Images from Northern California where a powerful earthquake struck Sunday morning. http://t.co/udYJBsLYPo (Photo: AP) http://t.co/â€¦,en,,informative
6698,575750898116333568,2015_vanuatu_cyclone,crisisnlp-cf,"RT @AmesProbs: Ladies and gentlemen, we are living in the golden age of Cyclone basketball! #cyclONEnation",en,,not_informative
6700,591902824528646144,2015_nepal_earthquake,crisisnlp-cf,@EveLaurence truly a tragedy in nepal,en,,informative
6703,575769432795930625,2015_vanuatu_cyclone,crisisnlp-cf,#RedCross calls for greater balance in the humanitarian response across the Pacific after #CyclonePam http://t.co/Jw8iVUfct4 @Federation,en,,informative
6704,451188276805005313,2014_chile_earthquake,crisisnlp-cf,#PrayForChile #Chile #earthquake #ChileEarthquake #FuerzaNorteDeChile Ketamine 'exciting' depression therapy,en,0.9586063623428344,informative
6712,591903282458710016,2015_nepal_earthquake,crisisnlp-cf,RT @mascud_r: Let's pray for minimum life loss in  #NepalEarthquake .,en,,informative
6713,575768367086202880,2015_vanuatu_cyclone,crisisnlp-cf,My new sounds: TWO WRONGS PAM REAR https://t.co/wysGRBKWEB on #SoundCloud,en,,not_informative
6717,591902700524150784,2015_nepal_earthquake,crisisnlp-cf,RT @Asli_Jacqueline: Proud to hear @PMOIndia has extended support &amp; is sending relief to Nepal with the urgency that a situation like this ‰Û_,en,,informative
6719,382835130899103744,2013_pakistan_earthquake,crisisnlp-cf,"RT @ajmaljami: --&gt; RT @dunyanetwork: CM #Punjab, Punjab Govt donate Rs 100m to Prime Minister's #Balochistan #Earthquake Relief Fund #Pakisâ€¦",en,1.0,informative
6721,575784404578091008,2015_vanuatu_cyclone,crisisnlp-cf,Unrepentant Pam Smart wants less prison time: Pam Smart was convicted of conspiring with her 15-year-old lover... http://t.co/DALM2XyPwf,en,,not_informative
6722,575751981895041024,2015_vanuatu_cyclone,crisisnlp-cf,RT @eu_echo: How is the int'l community responding in #Vanuatu? See our Crisis Flash for info: http://t.co/NNDcJUIBB4 #CyclonePAM http://t.‰Û_,en,,informative
